release_year,metascore,price_usd,hours_gameplay,marketing_score,social_hype,discount_pct,bugs_reported,rating_count,rating
2018,79.93,50.9,43.73,10.66,40.74,20.63,8,2057,58.75
2022,86.72,38.69,38.35,7.17,25.07,36.84,3,1099,70.88
2019,84.55,19.16,47.24,4.49,28.79,51.65,5,957,66.23
2016,62.64,58.17,71.95,10.52,40.16,45.19,6,1628,50.61
2020,53.01,39.25,69.44,11.02,20.15,33.2,9,1356,50.0
2019,84.41,34.65,77.91,6.04,57.11,21.74,7,2014,67.87
2016,63.7,53.32,41.52,8.03,25.27,21.9,4,1293,51.2
2025,73.98,40.3,9.5,10.1,55.88,52.77,7,2324,58.74
2025,65.47,57.72,87.21,9.54,29.62,2.35,6,1736,52.27
2025,59.78,52.4,23.74,7.57,17.38,59.28,7,1099,50.0
2017,80.87,53.2,10.36,17.45,37.4,39.86,6,2391,64.69
2023,82.83,28.61,53.01,10.48,30.24,40.87,11,1742,65.99
2021,70.81,59.54,9.64,5.64,9.48,2.28,6,611,50.0
2021,52.68,48.14,37.21,5.66,49.56,36.33,7,1728,50.0
2025,71.08,40.57,9.54,5.29,34.29,29.09,2,1601,55.86
2020,79.53,46.72,30.87,10.8,52.54,6.35,6,2291,62.13
2022,62.69,23.69,78.0,5.09,29.64,16.68,5,1543,54.59
2018,77.65,49.9,44.02,5.73,15.05,53.42,6,1178,57.36
2022,75.86,32.65,37.01,13.94,30.51,33.0,6,1983,60.44
2018,81.21,28.77,46.48,8.29,30.34,24.8,6,1346,63.97
2022,77.08,26.73,5.43,15.17,17.67,4.36,10,1873,52.04
2023,67.24,58.35,25.88,11.93,19.58,42.85,9,1830,52.57
2017,86.77,37.45,28.09,3.65,24.24,42.17,7,864,59.26
2017,74.57,63.4,50.18,6.95,52.43,36.84,13,2134,56.7
2025,75.75,38.57,20.85,13.38,5.1,30.62,6,1616,58.89
2016,67.6,24.51,40.6,3.55,21.63,26.03,5,739,51.75
2024,72.01,31.6,35.17,9.51,52.6,35.6,6,2096,58.14
2017,68.04,59.83,26.66,7.22,9.35,14.0,13,1048,50.0
2017,74.44,43.13,27.62,2.58,79.48,56.48,5,2259,62.67
2019,91.41,38.42,35.01,7.94,40.17,35.33,8,1635,67.14
2019,63.65,46.92,11.41,4.47,12.14,18.67,6,665,50.0
2016,61.48,51.02,53.81,3.67,29.83,26.98,3,1081,54.17
2024,89.24,58.41,23.65,7.43,16.5,48.34,3,837,66.26
2020,74.12,62.38,31.91,2.32,15.29,9.7,4,741,50.61
2019,69.98,40.68,76.58,4.93,31.12,17.57,2,1160,56.82
2020,85.36,29.09,54.27,34.15,3.99,40.77,7,2843,68.5
2015,70.55,40.04,18.75,10.91,5.37,18.93,10,1167,50.0
2019,92.43,48.12,5.0,4.35,31.82,47.55,9,1076,60.75
2023,82.1,33.43,47.48,17.16,18.08,7.83,5,2386,69.67
2024,71.61,33.51,32.59,4.07,36.41,45.76,8,1192,54.39
2016,95.42,49.13,40.73,5.3,26.09,4.1,3,958,67.67
2015,70.55,44.42,53.37,3.71,15.6,0.76,11,834,50.0
2024,82.68,45.39,57.58,8.62,37.85,53.89,6,1646,62.52
2025,78.69,35.9,29.28,16.8,30.23,34.88,3,2211,62.71
2023,87.72,42.24,34.7,4.06,76.72,21.11,2,2395,71.32
2024,90.05,33.91,44.73,2.15,18.55,13.96,6,480,67.02
2023,76.29,55.68,46.21,14.22,9.63,37.01,10,1329,52.2
2023,69.22,57.42,40.53,18.77,47.6,30.54,7,3284,52.41
2020,80.14,22.85,72.4,2.23,22.89,59.5,5,889,67.01
2022,69.9,33.85,45.95,9.74,11.15,58.99,10,1156,50.48
2025,94.12,27.04,52.98,8.46,31.2,38.1,5,1583,69.29
2015,77.23,37.2,42.28,4.61,29.16,26.57,3,1258,60.43
2024,72.71,44.0,20.77,3.2,25.37,29.47,3,1113,57.3
2018,77.66,27.6,25.83,13.4,36.24,40.95,4,2043,64.92
2015,63.88,33.94,18.28,8.23,18.47,6.09,2,1309,54.98
2022,67.26,32.95,60.78,8.61,46.44,19.7,5,1888,54.34
2015,86.8,47.49,14.4,5.09,33.56,4.52,4,1288,63.21
2017,70.09,45.83,33.96,4.57,10.44,4.4,7,724,50.0
2018,66.58,36.34,30.14,2.0,37.07,11.75,7,1116,50.0
2022,80.83,47.12,29.72,6.44,20.59,29.12,7,1259,60.05
2020,86.67,38.44,31.12,17.52,77.4,47.09,9,3687,72.62
2024,82.47,41.74,79.12,4.33,17.65,29.13,5,581,62.32
2021,84.96,65.08,10.89,2.96,10.86,20.13,9,309,53.53
2022,69.19,61.09,67.94,9.6,16.13,4.94,6,1248,50.0
2016,63.2,29.41,32.54,10.72,22.39,33.02,5,1907,50.26
2024,89.51,54.96,55.71,5.2,22.74,16.28,6,909,63.64
2025,73.1,54.74,38.22,5.99,36.04,36.9,8,1433,56.06
2022,73.74,31.22,19.4,8.66,6.8,58.63,12,896,53.17
2017,87.95,54.83,71.15,6.73,13.09,6.68,4,867,65.92
2021,81.01,63.46,65.76,13.46,26.92,12.73,3,1984,64.13
2017,80.1,31.53,20.24,31.89,9.06,28.39,7,3508,65.75
2021,95.49,33.99,49.29,2.65,38.58,58.12,8,1298,71.23
2025,70.21,57.21,26.49,15.45,13.46,46.31,6,1660,50.99
2016,84.35,48.26,14.79,7.87,18.18,53.89,6,1698,63.36
2024,76.51,51.62,23.68,17.0,8.67,20.02,4,1845,55.46
2020,78.42,49.09,69.1,11.41,7.98,59.52,5,1180,61.1
2017,89.76,49.69,56.39,7.67,46.67,6.17,15,2149,63.42
2017,80.57,29.08,31.32,11.66,23.46,3.18,7,1610,60.93
2023,80.84,57.57,69.26,5.83,15.09,51.34,2,1231,63.02
2021,85.65,59.04,63.28,4.64,40.12,55.64,3,1287,67.97
2019,72.72,42.25,23.7,12.02,73.62,5.44,7,3240,57.86
2024,68.45,44.48,77.56,4.45,21.84,6.81,4,1005,53.26
2021,66.6,26.63,29.98,10.86,46.99,1.99,5,2439,57.77
2023,58.3,51.17,32.21,7.53,43.49,6.27,6,2145,50.0
2015,94.51,51.86,11.08,2.0,29.95,12.57,5,735,70.7
2021,66.07,44.25,26.22,5.24,23.97,58.2,8,1326,52.31
2020,74.01,58.49,34.1,9.03,66.46,40.07,9,2266,57.01
2024,73.51,40.99,42.88,5.79,10.0,46.71,9,612,52.7
2023,78.77,51.78,19.44,2.0,52.61,46.57,5,1361,59.82
2015,83.34,32.76,24.31,16.32,21.65,32.1,7,2182,61.3
2018,83.74,44.72,78.4,8.18,18.39,47.85,8,1243,65.54
2023,70.75,42.91,61.22,9.64,8.36,35.75,6,1095,56.08
2018,74.5,47.7,66.81,5.56,21.28,18.87,4,1087,56.97
2024,78.54,40.57,35.61,10.16,9.17,33.67,9,1301,56.15
2017,73.76,43.42,43.53,22.22,46.99,32.01,6,3406,66.14
2023,90.47,54.91,49.84,4.75,25.93,49.41,10,1297,65.29
2016,80.42,39.76,77.84,20.09,37.92,58.9,6,3184,67.11
2018,82.61,25.72,14.59,9.39,21.93,24.66,4,1436,63.95
2020,81.97,66.0,27.67,4.39,35.87,45.8,6,1219,59.22
2016,86.56,61.58,41.53,27.87,14.63,5.99,6,3124,69.03
2022,77.63,29.49,38.34,9.35,18.71,46.61,5,1150,62.67
2022,64.33,53.28,24.14,11.09,12.72,22.29,4,1249,51.64
2015,79.6,38.96,47.7,6.29,38.73,2.36,5,1745,58.88
2017,70.14,48.16,28.26,4.58,16.82,21.79,8,833,50.0
2024,71.24,48.53,36.91,8.17,38.22,36.64,9,1514,54.55
2023,81.28,42.19,46.64,19.08,2.09,7.16,8,1597,56.5
2019,87.14,35.59,28.99,6.14,55.58,55.44,11,1981,61.06
2020,76.19,36.71,54.06,7.27,22.39,4.66,6,1456,58.48
2018,78.78,34.01,58.98,17.7,37.25,55.8,12,2816,60.49
2024,91.32,35.02,24.65,6.17,2.1,42.43,10,659,64.95
2016,78.17,44.19,28.15,10.04,5.06,19.78,8,1441,55.71
2025,98.0,36.41,21.1,12.51,79.45,23.45,3,3156,81.63
2022,81.09,53.18,36.49,6.57,17.82,44.45,9,1044,55.55
2025,60.15,62.85,42.86,8.9,53.1,36.09,6,1711,51.51
2020,82.78,38.04,30.49,10.99,13.73,40.3,9,1306,59.6
2019,79.43,47.87,42.26,5.81,27.53,23.35,3,1394,60.99
2023,87.61,51.0,27.75,12.05,25.47,29.27,6,2063,64.06
2015,82.06,50.66,28.24,5.32,14.27,59.39,2,713,62.98
2019,74.75,45.91,43.99,4.93,23.94,12.84,11,1150,50.0
2020,64.98,53.91,29.25,2.96,9.9,25.07,5,717,50.0
2019,74.12,50.79,35.47,5.46,59.61,17.51,3,2011,56.63
2020,68.35,30.15,44.78,4.53,27.38,45.91,5,704,53.16
2020,70.78,55.43,41.95,5.81,23.94,45.84,3,1195,57.57
2021,81.3,55.65,27.97,10.67,9.59,17.55,9,1390,55.83
2018,91.03,35.84,61.95,2.62,31.21,4.88,10,859,60.46
2025,79.55,45.46,14.12,2.26,9.13,0.69,7,397,53.21
2022,65.24,53.2,5.0,4.71,9.82,25.65,12,485,50.0
2021,80.0,42.49,48.73,9.74,14.07,24.62,5,815,58.82
2023,86.77,57.88,41.53,8.79,3.65,59.3,6,1111,64.82
2021,70.51,73.37,19.5,4.67,9.04,28.19,3,669,51.26
2017,74.79,35.57,38.82,14.9,27.51,15.39,12,2391,52.36
2017,76.13,28.43,25.93,4.98,29.33,53.47,6,1360,62.03
2022,68.94,48.65,46.96,9.75,9.79,29.46,12,1108,50.0
2019,81.83,53.66,5.0,5.94,35.4,35.95,7,1435,60.12
2018,74.91,42.23,31.97,4.39,39.27,5.74,4,1501,61.0
2022,79.78,62.44,27.3,5.14,42.11,22.97,4,1715,63.22
2020,68.01,28.94,54.16,11.48,46.72,56.65,5,2316,62.76
2016,72.06,53.32,11.34,9.18,20.92,35.37,3,1594,56.67
2018,82.5,37.73,37.54,13.21,16.71,20.67,8,1619,61.64
2025,72.64,65.63,48.43,9.18,24.14,37.54,8,1296,52.5
2018,91.54,68.91,84.95,2.81,29.71,54.62,5,998,66.34
2020,72.4,35.8,28.19,26.28,41.32,16.44,10,3566,58.62
2020,78.02,38.41,43.24,9.25,5.85,30.31,7,809,56.33
2015,84.39,55.32,11.84,10.06,31.7,57.52,4,1508,65.89
2022,63.23,40.35,36.56,5.89,21.63,10.34,9,1181,50.0
2020,60.15,44.46,64.18,14.41,24.09,43.18,7,1898,50.0
2017,62.27,45.3,85.36,3.83,23.13,36.87,9,913,50.0
2023,87.36,21.96,45.3,10.65,14.57,40.78,7,1312,62.91
2016,71.03,44.83,14.06,2.12,28.82,21.07,2,1196,58.7
2025,98.0,36.72,69.23,11.09,31.62,18.83,9,2071,72.03
2022,70.92,39.08,14.14,3.87,30.58,41.05,1,909,57.71
2024,77.66,62.32,18.4,8.73,17.91,12.93,7,1181,54.17
2017,89.88,29.92,72.13,16.68,20.61,25.18,3,2253,75.53
2019,94.05,54.76,35.19,12.11,4.24,11.29,5,1364,63.86
2020,94.55,41.65,26.49,15.4,13.74,0.5,4,1799,71.73
2024,86.88,41.64,51.74,14.48,7.33,58.2,5,1354,67.72
2020,85.22,54.48,39.9,5.39,40.95,25.9,4,1413,63.34
2018,81.33,49.08,61.35,10.58,16.37,58.16,2,1321,64.75
2017,83.01,51.85,40.85,2.62,28.67,8.42,3,1016,61.02
2018,71.04,56.62,41.33,4.89,25.05,35.24,7,1398,50.0
2015,68.64,41.02,60.28,17.04,22.63,12.06,0,2061,64.25
2018,75.97,37.65,34.94,5.86,9.79,47.4,9,617,56.0
2015,74.47,31.98,22.16,2.41,19.33,47.02,5,692,56.91
2015,71.92,35.1,53.22,24.74,47.74,6.76,4,3729,64.32
2024,82.27,80.0,31.36,10.35,40.22,54.72,3,1729,63.58
2020,84.6,59.94,42.52,11.69,52.66,11.68,7,2689,66.49
2019,76.8,28.79,10.19,4.1,56.19,36.78,3,1763,66.96
2025,89.3,29.13,34.19,8.76,23.88,59.14,3,1297,69.85
2018,65.72,50.78,27.52,8.62,38.88,52.94,6,1503,50.0
2025,74.26,51.57,9.98,4.51,19.68,57.39,8,1048,55.93
2017,69.55,51.59,34.76,6.67,26.83,20.56,5,1274,50.0
2015,59.2,41.94,35.38,3.0,28.18,6.33,5,1020,50.0
2020,75.26,43.49,44.09,6.0,38.97,11.3,7,1382,54.91
2016,74.9,48.93,63.65,13.25,46.42,30.03,5,2362,58.76
2022,89.62,46.03,58.63,4.72,24.62,47.59,5,976,70.04
2024,81.68,18.37,28.58,23.21,28.39,9.01,3,2896,70.89
2019,66.78,42.24,40.34,3.12,23.23,39.58,10,757,50.0
2021,92.69,34.78,47.29,6.32,27.9,19.41,4,1022,72.26
2024,86.99,47.1,29.03,4.98,26.27,20.47,7,1621,66.1
2016,81.24,80.0,14.96,6.63,35.49,39.72,6,1272,56.9
2022,73.96,49.41,32.82,16.83,13.58,28.02,4,1971,57.44
2016,67.37,41.24,64.96,4.09,16.26,48.72,7,476,55.07
2018,72.65,56.06,14.51,5.64,43.62,9.36,6,1267,53.49
2015,85.8,50.79,20.86,10.94,32.89,47.4,3,1879,68.47
2019,92.96,50.04,23.49,7.81,19.36,3.85,12,1258,62.13
2023,89.89,52.28,21.0,8.21,58.4,11.64,8,2467,67.0
2015,71.6,69.68,51.85,4.14,3.53,39.37,3,554,51.85
2023,65.92,31.43,25.88,7.08,25.68,51.3,8,1288,50.3
2025,77.27,50.68,52.54,14.57,24.28,15.16,6,1820,60.97
2022,60.08,33.88,37.52,2.81,45.06,19.63,7,1664,50.0
2020,78.91,51.67,12.37,4.86,20.12,32.23,5,1132,56.65
2021,74.67,33.98,29.37,2.49,24.2,12.69,7,617,55.26
2017,71.81,39.99,59.5,10.2,27.77,48.67,10,1670,53.06
2015,61.65,41.46,39.71,15.41,11.46,46.42,4,1777,55.21
2019,80.62,56.71,30.59,6.62,29.58,8.72,4,1306,62.45
2016,71.21,56.02,65.35,4.04,27.14,27.83,5,1201,54.64
2019,65.47,30.05,19.67,4.11,48.17,46.49,5,1745,53.19
2022,50.15,45.66,26.4,6.18,68.5,20.24,5,2266,50.0
2025,75.75,36.49,56.76,6.17,47.7,37.99,14,1728,59.2
2023,91.95,29.9,51.32,12.77,22.62,3.01,10,2048,70.09
2016,90.95,42.4,18.71,4.95,10.82,36.52,7,908,63.76
2017,71.89,41.3,46.49,9.59,16.27,9.16,6,1331,52.09
2017,70.58,74.12,25.64,6.15,17.64,49.83,2,732,53.54
2015,80.22,50.2,9.65,4.73,10.49,21.33,3,773,58.42
2022,67.01,28.47,30.92,6.06,45.3,16.89,9,1834,50.0
2020,78.72,38.22,88.06,9.04,39.52,50.45,8,1351,61.82
2022,82.89,57.26,60.01,12.79,25.03,3.01,3,1886,67.45
2025,87.04,70.06,35.77,6.35,23.64,23.8,7,1119,55.99
2023,75.1,25.97,13.95,3.59,36.1,22.2,7,1204,57.05
2019,74.17,22.44,9.86,13.46,30.03,17.09,4,1866,62.18
2017,68.1,67.45,37.58,4.31,21.4,54.71,8,918,50.0
2019,68.56,49.68,44.96,8.64,21.89,45.06,10,1619,53.71
2019,73.96,34.58,52.15,7.28,44.26,3.84,12,1718,50.27
2019,79.31,51.42,49.2,6.72,15.35,42.88,5,1196,61.05
2017,84.22,13.37,51.3,5.52,44.34,31.64,6,1487,66.07
2025,68.77,45.04,42.22,10.72,32.53,54.05,7,1968,54.56
2024,89.43,48.93,64.65,2.0,56.57,18.78,6,1604,66.63
2018,73.56,56.09,27.49,14.61,22.02,34.45,6,2002,57.78
2023,75.81,32.83,37.29,4.27,10.45,30.05,4,668,58.89
2024,69.28,46.03,12.4,9.44,31.5,29.37,7,1800,51.8
2023,54.18,33.89,27.17,9.14,13.56,27.37,3,745,50.0
2016,83.96,48.06,59.2,15.88,13.06,12.34,6,1579,63.12
2022,82.63,34.26,50.48,8.32,54.48,45.34,5,2227,69.43
2022,73.47,40.1,7.42,4.49,45.83,27.08,4,1205,55.73
